ticker,company_name,date,year,quarter,month,close_price,open_price,high_price,low_price,volume,shares_outstanding,current_pe,forward_pe,current_ps,current_pb,peg_ratio,sector,industry,country,employees,year_quarter
TEMP,"Tempus AI, Inc.",2021-12-01 00:00:00-05:00,2021,4,12,46.23752975463867,55.85871317488103,46.5168242022403,44.18087160143334,37503,,23.927462,,,,,N/A,N/A,N/A,,2021-Q4
TEMP,"Tempus AI, Inc.",2022-01-01 00:00:00-05:00,2022,1,1,41.206233978271484,46.19947716916579,46.34248481815336,39.384130813589,40362,,23.927462,,,,,N/A,N/A,N/A,,2022-Q1
TEMP,"Tempus AI, Inc.",2022-02-01 00:00:00-05:00,2022,1,2,39.71611785888672,41.14851404423889,41.688261157195136,36.78319264392094,28765,,23.927462,,,,,N/A,N/A,N/A,,2022-Q1
TEMP,"Tempus AI, Inc.",2022-03-01 00:00:00-05:00,2022,1,3,40.53889465332031,39.317638988058334,41.08115253429236,36.95096928307815,20840,,23.927462,,,,,N/A,N/A,N/A,,2022-Q1
TEMP,"Tempus AI, Inc.",2022-04-01 00:00:00-04:00,2022,2,4,36.445716857910156,40.785687581921415,40.95587263726073,36.26155894599141,14766,,23.927462,,,,,N/A,N/A,N/A,,2022-Q2
TEMP,"Tempus AI, Inc.",2022-05-01 00:00:00-04:00,2022,2,5,36.9529914855957,36.13753685004694,37.57320843172124,33.72836772671048,6264,,23.927462,,,,,N/A,N/A,N/A,,2022-Q2
TEMP,"Tempus AI, Inc.",2022-06-01 00:00:00-04:00,2022,2,6,32.99164581298828,36.602605845682895,37.89363029667666,32.698980421162204,18472,,23.927462,,,,,N/A,N/A,N/A,,2022-Q2
TEMP,"Tempus AI, Inc.",2022-07-01 00:00:00-04:00,2022,3,7,37.03345489501953,32.9767056868723,37.03345489501953,32.32131586131406,12184,,23.927462,,,,,N/A,N/A,N/A,,2022-Q3
TEMP,"Tempus AI, Inc.",2022-08-01 00:00:00-04:00,2022,3,8,35.15305709838867,36.89315032379316,38.41882763220088,35.15305709838867,5716,,23.927462,,,,,N/A,N/A,N/A,,2022-Q3
TEMP,"Tempus AI, Inc.",2022-09-01 00:00:00-04:00,2022,3,9,31.58777618408203,34.76623932090063,36.873589690161,31.58777618408203,1845,,23.927462,,,,,N/A,N/A,N/A,,2022-Q3
TEMP,"Tempus AI, Inc.",2022-10-01 00:00:00-04:00,2022,4,10,34.41421127319336,32.64481958186776,34.77124885217526,31.480808110742526,1667,,23.927462,,,,,N/A,N/A,N/A,,2022-Q4
TEMP,"Tempus AI, Inc.",2022-11-01 00:00:00-04:00,2022,4,11,38.05725860595703,34.53900636319795,38.13348622207121,33.410355340346875,4236,,23.927462,,,,,N/A,N/A,N/A,,2022-Q4
TEMP,"Tempus AI, Inc.",2022-12-01 00:00:00-05:00,2022,4,12,36.112571716308594,38.34433196421857,38.643066546307445,35.783674734558865,2927,,23.927462,,,,,N/A,N/A,N/A,,2022-Q4
TEMP,"Tempus AI, Inc.",2023-01-01 00:00:00-05:00,2023,1,1,39.3697624206543,36.49796724875108,39.3697624206543,36.230812625044656,2454,,23.927462,,,,,N/A,N/A,N/A,,2023-Q1
TEMP,"Tempus AI, Inc.",2023-02-01 00:00:00-05:00,2023,1,2,38.11424255371094,39.51322839843463,40.33758247190664,37.868807744226665,13289,,23.927462,,,,,N/A,N/A,N/A,,2023-Q1
TEMP,"Tempus AI, Inc.",2023-03-01 00:00:00-05:00,2023,1,3,39.31668472290039,38.45162173656113,39.435315266088786,36.93040515357694,17493,,23.927462,,,,,N/A,N/A,N/A,,2023-Q1
TEMP,"Tempus AI, Inc.",2023-04-01 00:00:00-04:00,2023,2,4,38.302024841308594,39.176632536369524,39.176632536369524,37.487412325024,3409,,23.927462,,,,,N/A,N/A,N/A,,2023-Q2
TEMP,"Tempus AI, Inc.",2023-05-01 00:00:00-04:00,2023,2,5,37.661067962646484,38.36669495356743,38.76387137023856,37.54468147381896,15570,,23.927462,,,,,N/A,N/A,N/A,,2023-Q2
TEMP,"Tempus AI, Inc.",2023-06-01 00:00:00-04:00,2023,2,6,39.90991973876953,38.197616188418365,40.42991386429945,38.197616188418365,3653,,23.927462,,,,,N/A,N/A,N/A,,2023-Q2
TEMP,"Tempus AI, Inc.",2023-07-01 00:00:00-04:00,2023,3,7,40.537437438964844,39.963972284027676,41.124437547089464,38.71809526174923,3230,,23.927462,,,,,N/A,N/A,N/A,,2023-Q3
TEMP,"Tempus AI, Inc.",2023-08-01 00:00:00-04:00,2023,3,8,38.44051742553711,40.292387249727625,40.292387249727625,36.85433838633077,5963,,23.927462,,,,,N/A,N/A,N/A,,2023-Q3
TEMP,"Tempus AI, Inc.",2023-09-01 00:00:00-04:00,2023,3,9,35.452919006347656,38.3039677826504,38.3039677826504,35.130443095529756,4996,,23.927462,,,,,N/A,N/A,N/A,,2023-Q3
TEMP,"Tempus AI, Inc.",2023-10-01 00:00:00-04:00,2023,4,10,33.371585845947266,34.80086284580503,35.61070115027061,32.673070028391486,11546,,23.927462,,,,,N/A,N/A,N/A,,2023-Q4
TEMP,"Tempus AI, Inc.",2023-11-01 00:00:00-04:00,2023,4,11,37.00082015991211,33.70360455237538,37.00082015991211,33.70360455237538,7746,,23.927462,,,,,N/A,N/A,N/A,,2023-Q4
TEMP,"Tempus AI, Inc.",2023-12-01 00:00:00-05:00,2023,4,12,39.763729095458984,37.555874780946986,40.029419880962486,37.17214048334738,5675,,23.927462,,,,,N/A,N/A,N/A,,2023-Q4
TEMP,"Tempus AI, Inc.",2024-01-01 00:00:00-05:00,2024,1,1,38.858665466308594,40.21736579158045,40.21736579158045,38.20419139100507,4726,,23.927462,,,,,N/A,N/A,N/A,,2024-Q1
TEMP,"Tempus AI, Inc.",2024-02-01 00:00:00-05:00,2024,1,2,41.37156295776367,39.48664323109091,41.37156295776367,38.872654810097096,6158,,23.927462,,,,,N/A,N/A,N/A,,2024-Q1
TEMP,"Tempus AI, Inc.",2024-03-01 00:00:00-05:00,2024,1,3,43.112266540527344,41.609160884101165,43.2223000146876,41.562072930248895,5363,,23.927462,,,,,N/A,N/A,N/A,,2024-Q1
TEMP,"Tempus AI, Inc.",2024-04-01 00:00:00-04:00,2024,2,4,42.29515838623047,42.93101673829687,43.000267707898864,41.253353849015475,4292,,23.927462,,,,,N/A,N/A,N/A,,2024-Q2
TEMP,"Tempus AI, Inc.",2024-05-01 00:00:00-04:00,2024,2,5,45.490211486816406,42.160302799213895,45.755588996922874,42.160302799213895,37206,,23.927462,,,,,N/A,N/A,N/A,,2024-Q2
TEMP,"Tempus AI, Inc.",2024-06-01 00:00:00-04:00,2024,2,6,44.09870910644531,45.33151842239618,45.54763977001165,44.09870910644531,2935,,23.927462,,,,,N/A,N/A,N/A,,2024-Q2
TEMP,"Tempus AI, Inc.",2024-07-01 00:00:00-04:00,2024,3,7,45.70761489868164,44.08157169323555,46.082135312891246,43.79935209006902,16132,,23.927462,,,,,N/A,N/A,N/A,,2024-Q3
TEMP,"Tempus AI, Inc.",2024-08-01 00:00:00-04:00,2024,3,8,46.6373176574707,44.57262490468479,46.6373176574707,42.74700563633569,242580,,23.927462,,,,,N/A,N/A,N/A,,2024-Q3
TEMP,"Tempus AI, Inc.",2024-09-01 00:00:00-04:00,2024,3,9,48.77490234375,45.80907520027832,49.115242547473436,44.44692902249161,3454,,23.927462,,,,,N/A,N/A,N/A,,2024-Q3
TEMP,"Tempus AI, Inc.",2024-10-01 00:00:00-04:00,2024,4,10,46.503936767578125,48.59069480363591,48.94718943000097,46.48512187778989,28197,,23.927462,,,,,N/A,N/A,N/A,,2024-Q4
TEMP,"Tempus AI, Inc.",2024-11-01 00:00:00-04:00,2024,4,11,46.913230895996094,46.65258436207808,47.50466175423304,45.78572786841513,18426,,23.927462,,,,,N/A,N/A,N/A,,2024-Q4
TEMP,"Tempus AI, Inc.",2024-12-01 00:00:00-05:00,2024,4,12,42.98548889160156,47.06630963452899,47.14511647940025,42.959977749610765,14666,,23.927462,,,,,N/A,N/A,N/A,,2024-Q4
TEMP,"Tempus AI, Inc.",2025-01-01 00:00:00-05:00,2025,1,1,44.44160079956055,43.637298583984375,45.96900177001953,42.599998474121094,239522,,23.927462,,,,,N/A,N/A,N/A,,2025-Q1
TEMP,"Tempus AI, Inc.",2025-02-01 00:00:00-05:00,2025,1,2,42.55379867553711,43.439998626708984,44.7400016784668,42.55379867553711,53898,,23.927462,,,,,N/A,N/A,N/A,,2025-Q1
TEMP,"Tempus AI, Inc.",2025-03-01 00:00:00-05:00,2025,1,3,41.823299407958984,43.0,43.790000915527344,41.31999969482422,36427,,23.927462,,,,,N/A,N/A,N/A,,2025-Q1
TEMP,"Tempus AI, Inc.",2025-04-01 00:00:00-04:00,2025,2,4,43.814998626708984,41.68000030517578,43.81999969482422,37.279998779296875,64609,,23.927462,,,,,N/A,N/A,N/A,,2025-Q2
TEMP,"Tempus AI, Inc.",2025-05-01 00:00:00-04:00,2025,2,5,47.00019836425781,44.18000030517578,47.409698486328125,43.84000015258789,30341,,23.927462,,,,,N/A,N/A,N/A,,2025-Q2
TEMP,"Tempus AI, Inc.",2025-06-01 00:00:00-04:00,2025,2,6,48.95240020751953,46.90999984741211,49.099998474121094,46.84000015258789,19106,,23.927462,,,,,N/A,N/A,N/A,,2025-Q2
TEMP,"Tempus AI, Inc.",2025-07-01 00:00:00-04:00,2025,3,7,49.81549835205078,48.95240020751953,51.80500030517578,48.79999923706055,14985,,23.927462,,,,,N/A,N/A,N/A,,2025-Q3
TEMP,"Tempus AI, Inc.",2025-08-01 00:00:00-04:00,2025,3,8,50.64039993286133,49.3849983215332,51.380001068115234,49.19900131225586,18028,,23.927462,,,,,N/A,N/A,N/A,,2025-Q3
TEMP,"Tempus AI, Inc.",2025-09-01 00:00:00-04:00,2025,3,9,50.88690185546875,50.64039993286133,51.0,49.060001373291016,35712,,23.927462,,,,,N/A,N/A,N/A,,2025-Q3
TEMP,"Tempus AI, Inc.",2025-10-01 00:00:00-04:00,2025,4,10,51.60499954223633,50.88690185546875,51.66999816894531,50.88690185546875,3235,,23.927462,,,,,N/A,N/A,N/A,,2025-Q4
