ticker,company_name,date,year,quarter,month,close_price,open_price,high_price,low_price,volume,shares_outstanding,market_cap,market_cap_billions,revenue,revenue_millions,net_income,ps_ratio,current_pe,forward_pe,current_ps,current_pb,peg_ratio,revenue_qoq_pct,revenue_yoy_pct,market_cap_yoy_pct,sector,industry,country,employees,year_quarter
UPST,UPSTART HOLDINGS INC,2020-12-01 00:00:00-05:00,2020,4,12,40.75,26.0,51.39799880981445,22.610000610351562,42892300,96217742,3920872986.5,3.9208729865,,,,,,136.21053,5.6286063,6.8884745,,,,,Financial Services,Credit Services,United States,1193,2020-Q4
UPST,UPSTART HOLDINGS INC,2021-01-01 00:00:00-05:00,2021,1,1,62.189998626708984,40.34000015258789,72.66999816894531,38.04999923706055,30196500,96217742,5983781242.845039,5.98378124284504,,,,,,136.21053,5.6286063,6.8884745,,,,,Financial Services,Credit Services,United States,1193,2021-Q1
UPST,UPSTART HOLDINGS INC,2021-02-01 00:00:00-05:00,2021,1,2,65.63999938964844,63.0,105.58000183105469,61.0099983215332,19282400,96217742,6315732526.153351,6.315732526153351,,,,,,136.21053,5.6286063,6.8884745,,,,,Financial Services,Credit Services,United States,1193,2021-Q1
UPST,UPSTART HOLDINGS INC,2021-03-01 00:00:00-05:00,2021,1,3,128.86000061035156,66.77999877929688,165.66000366210938,42.51100158691406,90669800,96217742,12398618292.84665,12.398618292846649,,,,,,136.21053,5.6286063,6.8884745,,,,,Financial Services,Credit Services,United States,1193,2021-Q1
UPST,UPSTART HOLDINGS INC,2021-04-01 00:00:00-04:00,2021,2,4,109.0199966430664,133.94000244140625,156.27000427246094,89.33000183105469,47151700,96217742,10489657909.84343,10.48965790984343,,,,,,136.21053,5.6286063,6.8884745,,,,,Financial Services,Credit Services,United States,1193,2021-Q2
UPST,UPSTART HOLDINGS INC,2021-05-01 00:00:00-04:00,2021,2,5,148.22000122070312,111.12000274658203,171.8699951171875,80.8499984741211,84414500,96217742,14261393836.693298,14.261393836693298,,,,,,136.21053,5.6286063,6.8884745,,,,,Financial Services,Credit Services,United States,1193,2021-Q2
UPST,UPSTART HOLDINGS INC,2021-06-01 00:00:00-04:00,2021,2,6,124.9000015258789,150.0,191.88999938964844,114.19999694824219,138505800,96217742,12017596122.616623,12.017596122616624,,,,,,136.21053,5.6286063,6.8884745,,,,,Financial Services,Credit Services,United States,1193,2021-Q2
UPST,UPSTART HOLDINGS INC,2021-07-01 00:00:00-04:00,2021,3,7,120.76000213623047,126.0,130.89999389648438,107.26000213623047,62941400,96217742,11619254729.463272,11.619254729463272,,,,,,136.21053,5.6286063,6.8884745,,,,,Financial Services,Credit Services,United States,1193,2021-Q3
UPST,UPSTART HOLDINGS INC,2021-08-01 00:00:00-04:00,2021,3,8,229.1199951171875,122.0,230.3800048828125,121.0,141783400,96217742,22045408577.226807,22.045408577226805,,,,,,136.21053,5.6286063,6.8884745,,,,,Financial Services,Credit Services,United States,1193,2021-Q3
UPST,UPSTART HOLDINGS INC,2021-09-01 00:00:00-04:00,2021,3,9,316.44000244140625,228.32699584960938,346.5400085449219,222.75,112255400,96217742,30447142513.386597,30.447142513386595,,,,,,136.21053,5.6286063,6.8884745,,,,,Financial Services,Credit Services,United States,1193,2021-Q3
UPST,UPSTART HOLDINGS INC,2021-10-01 00:00:00-04:00,2021,4,10,322.0400085449219,311.8340148925781,401.489990234375,281.1300048828125,92175100,96217742,30985962455.85309,30.985962455853088,,,,,,136.21053,5.6286063,6.8884745,,,,,Financial Services,Credit Services,United States,1193,2021-Q4
UPST,UPSTART HOLDINGS INC,2021-11-01 00:00:00-04:00,2021,4,11,204.88999938964844,323.7799987792969,355.4200134277344,189.0,100093600,96217742,19714053099.65335,19.714053099653352,,,,,,136.21053,5.6286063,6.8884745,,,,,Financial Services,Credit Services,United States,1193,2021-Q4
UPST,UPSTART HOLDINGS INC,2021-12-01 00:00:00-05:00,2021,4,12,151.3000030517578,206.2899932861328,209.02999877929688,128.4499969482422,124894500,96217742,14557744658.233246,14.557744658233245,,,,,,136.21053,5.6286063,6.8884745,,,,271.28835104725846,Financial Services,Credit Services,United States,1193,2021-Q4
UPST,UPSTART HOLDINGS INC,2022-01-01 00:00:00-05:00,2022,1,1,109.01000213623047,153.6199951171875,155.60000610351562,75.1500015258789,134966000,96217742,10488696260.963272,10.488696260963271,,,,,,136.21053,5.6286063,6.8884745,,,,75.28542296737326,Financial Services,Credit Services,United States,1193,2022-Q1
UPST,UPSTART HOLDINGS INC,2022-02-01 00:00:00-05:00,2022,1,2,157.99000549316406,111.30000305175781,158.66000366210938,93.22000122070312,221280900,96217742,15201441587.119843,15.201441587119843,,,,,,136.21053,5.6286063,6.8884745,,,,140.69166203874067,Financial Services,Credit Services,United States,1193,2022-Q1
UPST,UPSTART HOLDINGS INC,2022-03-01 00:00:00-05:00,2022,1,3,109.08999633789062,160.0,161.0,85.0,326466200,96217742,10496393122.420105,10.496393122420105,,,,,,136.21053,5.6286063,6.8884745,,,,-15.342235122473513,Financial Services,Credit Services,United States,1193,2022-Q1
UPST,UPSTART HOLDINGS INC,2022-04-01 00:00:00-04:00,2022,2,4,75.0199966430664,109.26000213623047,116.9000015258789,71.08999633789062,182266000,96217742,7218254681.84343,7.21825468184343,,,,,,136.21053,5.6286063,6.8884745,,,,-31.186939136786673,Financial Services,Credit Services,United States,1193,2022-Q2
UPST,UPSTART HOLDINGS INC,2022-05-01 00:00:00-04:00,2022,2,5,50.400001525878906,73.13999938964844,94.43000030517578,25.43000030517578,342289500,96217742,4849374343.616623,4.849374343616623,,,,,,136.21053,5.6286063,6.8884745,,,,-65.99649095210025,Financial Services,Credit Services,United States,1193,2022-Q2
UPST,UPSTART HOLDINGS INC,2022-06-01 00:00:00-04:00,2022,2,6,31.6200008392334,52.13999938964844,54.150001525878906,29.889999389648438,137192700,96217742,3042405082.7891426,3.0424050827891427,,,,,,136.21053,5.6286063,6.8884745,,,,-74.68374663495754,Financial Services,Credit Services,United States,1193,2022-Q2
UPST,UPSTART HOLDINGS INC,2022-07-01 00:00:00-04:00,2022,3,7,24.329999923706055,32.060001373291016,36.25,22.416000366210938,160934300,96217742,2340977655.519169,2.340977655519169,,,,,,136.21053,5.6286063,6.8884745,,,,-79.85260061832463,Financial Services,Credit Services,United States,1193,2022-Q3
UPST,UPSTART HOLDINGS INC,2022-08-01 00:00:00-04:00,2022,3,8,25.899999618530273,24.030000686645508,37.66999816894531,23.170000076293945,236898500,96217742,2492039481.0958443,2.492039481095844,,,,,,136.21053,5.6286063,6.8884745,,,,-88.69587981385769,Financial Services,Credit Services,United States,1193,2022-Q3
UPST,UPSTART HOLDINGS INC,2022-09-01 00:00:00-04:00,2022,3,9,20.790000915527344,25.219999313354492,29.334999084472656,20.219999313354492,134703400,96217742,2000366944.2699738,2.000366944269974,,,,,,136.21053,5.6286063,6.8884745,,,,-93.43003389106062,Financial Services,Credit Services,United States,1193,2022-Q3
UPST,UPSTART HOLDINGS INC,2022-10-01 00:00:00-04:00,2022,4,10,23.18000030517578,20.969999313354492,26.094999313354492,20.1200008392334,127476700,96217742,2230327288.9233246,2.2303272889233248,,,,,,136.21053,5.6286063,6.8884745,,,,-92.80213647679668,Financial Services,Credit Services,United States,1193,2022-Q4
UPST,UPSTART HOLDINGS INC,2022-11-01 00:00:00-04:00,2022,4,11,19.549999237060547,24.670000076293945,25.139999389648438,14.020000457763672,134172900,96217742,1881056782.6916885,1.8810567826916886,,,,,,136.21053,5.6286063,6.8884745,,,,-90.45829503865562,Financial Services,Credit Services,United States,1193,2022-Q4
UPST,UPSTART HOLDINGS INC,2022-12-01 00:00:00-05:00,2022,4,12,13.220000267028809,20.0,20.09000015258789,12.010000228881836,78856300,96217742,1271998574.932909,1.271998574932909,,,,,,136.21053,5.6286063,6.8884745,,,,-91.26239259723847,Financial Services,Credit Services,United States,1193,2022-Q4
UPST,UPSTART HOLDINGS INC,2023-01-01 00:00:00-05:00,2023,1,1,18.68000030517578,13.579999923706055,20.700000762939453,12.529999732971191,126766300,96217742,1797347449.9233246,1.7973474499233246,,,,,,136.21053,5.6286063,6.8884745,,,,-82.86395749095458,Financial Services,Credit Services,United States,1193,2023-Q1
UPST,UPSTART HOLDINGS INC,2023-02-01 00:00:00-05:00,2023,1,2,18.510000228881836,18.360000610351562,26.350000381469727,15.279999732971191,161839700,96217742,1780990426.4424934,1.7809904264424934,,,,,,136.21053,5.6286063,6.8884745,,,,-88.28406887441831,Financial Services,Credit Services,United States,1193,2023-Q1
UPST,UPSTART HOLDINGS INC,2023-03-01 00:00:00-05:00,2023,1,3,15.890000343322754,18.670000076293945,19.899999618530273,12.720000267028809,122126700,96217742,1528899953.4137402,1.5288999534137402,,,,,,136.21053,5.6286063,6.8884745,,,,-85.43404448002202,Financial Services,Credit Services,United States,1193,2023-Q1
UPST,UPSTART HOLDINGS INC,2023-04-01 00:00:00-04:00,2023,2,4,13.899999618530273,15.699999809265137,18.290000915527344,13.770000457763672,64106500,96217742,1337426577.0958443,1.3374265770958442,,,,,,136.21053,5.6286063,6.8884745,,,,-81.47160725071166,Financial Services,Credit Services,United States,1193,2023-Q2
UPST,UPSTART HOLDINGS INC,2023-05-01 00:00:00-04:00,2023,2,5,27.239999771118164,13.84000015258789,29.989999771118164,11.930000305175781,263772600,96217742,2620971270.0575066,2.6209712700575065,,,,,,136.21053,5.6286063,6.8884745,,,,-45.952383042823456,Financial Services,Credit Services,United States,1193,2023-Q2
UPST,UPSTART HOLDINGS INC,2023-06-01 00:00:00-04:00,2023,2,6,35.810001373291016,26.6200008392334,38.84000015258789,25.8799991607666,222801700,96217742,3445557473.1549606,3.4455574731549605,,,,,,136.21053,5.6286063,6.8884745,,,,13.251108231656827,Financial Services,Credit Services,United States,1193,2023-Q2
UPST,UPSTART HOLDINGS INC,2023-07-01 00:00:00-04:00,2023,3,7,68.69000244140625,35.65999984741211,68.9209976196289,34.380001068115234,230461500,96217742,6609196932.886597,6.609196932886596,,,,,,136.21053,5.6286063,6.8884745,,,,182.32635699467394,Financial Services,Credit Services,United States,1193,2023-Q3
UPST,UPSTART HOLDINGS INC,2023-08-01 00:00:00-04:00,2023,3,8,32.16999816894531,67.16000366210938,72.58000183105469,28.809999465942383,250707100,96217742,3095324583.9600525,3.0953245839600525,,,,,,136.21053,5.6286063,6.8884745,,,,24.208488968197273,Financial Services,Credit Services,United States,1193,2023-Q3
UPST,UPSTART HOLDINGS INC,2023-09-01 00:00:00-04:00,2023,3,9,28.540000915527344,32.619998931884766,35.56999969482422,25.850000381469727,102541700,96217742,2746054444.7699738,2.7460544447699737,,,,,,136.21053,5.6286063,6.8884745,,,,37.27753563594982,Financial Services,Credit Services,United States,1193,2023-Q3
UPST,UPSTART HOLDINGS INC,2023-10-01 00:00:00-04:00,2023,4,10,24.030000686645508,28.739999771118164,30.43199920654297,22.360000610351562,87836900,96217742,2312112406.3274803,2.3121124063274805,,,,,,136.21053,5.6286063,6.8884745,,,,3.6669558683307457,Financial Services,Credit Services,United States,1193,2023-Q4
UPST,UPSTART HOLDINGS INC,2023-11-01 00:00:00-04:00,2023,4,11,26.760000228881836,24.200000762939453,31.43000030517578,19.84000015258789,165448000,96217742,2574786797.9424934,2.5747867979424934,,,,,,136.21053,5.6286063,6.8884745,,,,36.87980190890971,Financial Services,Credit Services,United States,1193,2023-Q4
UPST,UPSTART HOLDINGS INC,2023-12-01 00:00:00-05:00,2023,4,12,40.86000061035156,26.479999542236328,49.617000579833984,26.049999237060547,273648700,96217742,3931456996.846649,3.931456996846649,,,,,,136.21053,5.6286063,6.8884745,,,,209.0771541983852,Financial Services,Credit Services,United States,1193,2023-Q4
UPST,UPSTART HOLDINGS INC,2024-01-01 00:00:00-05:00,2024,1,1,31.760000228881836,39.59000015258789,40.81999969482422,29.209999084472656,193359300,96217742,3055875507.9424934,3.0558755079424933,,,,,,136.21053,5.6286063,6.8884745,,,,70.0214117238633,Financial Services,Credit Services,United States,1193,2024-Q1
UPST,UPSTART HOLDINGS INC,2024-02-01 00:00:00-05:00,2024,1,2,25.75,32.189998626708984,36.959999084472656,24.010000228881836,169515500,96217742,2477606856.5,2.4776068565,,,,,,136.21053,5.6286063,6.8884745,,,,39.11399071633357,Financial Services,Credit Services,United States,1193,2024-Q1
UPST,UPSTART HOLDINGS INC,2024-03-01 00:00:00-05:00,2024,1,3,26.889999389648438,25.809999465942383,28.969999313354492,22.809999465942383,102564400,96217742,2587295023.653351,2.587295023653351,,,,,,136.21053,5.6286063,6.8884745,,,,69.2259207593288,Financial Services,Credit Services,United States,1193,2024-Q1
UPST,UPSTART HOLDINGS INC,2024-04-01 00:00:00-04:00,2024,2,4,22.1299991607666,27.0,27.385000228881836,21.100000381469727,78604700,96217742,2129298549.7108574,2.129298549710857,127630000.0,127.63,-54470000.0,4.170842571712876,,136.21053,5.6286063,6.8884745,,,,59.20863142517505,Financial Services,Credit Services,United States,1193,2024-Q2
UPST,UPSTART HOLDINGS INC,2024-05-01 00:00:00-04:00,2024,2,5,24.719999313354492,22.010000228881836,30.170000076293945,20.68000030517578,124176900,96217742,2378502516.1725197,2.3785025161725195,127630000.0,127.63,-54470000.0,4.658980091225652,,136.21053,5.6286063,6.8884745,,0.0,,-9.251103079800904,Financial Services,Credit Services,United States,1193,2024-Q2
UPST,UPSTART HOLDINGS INC,2024-06-01 00:00:00-04:00,2024,2,6,23.59000015258789,25.479999542236328,27.2189998626709,21.260000228881836,90059200,96217742,2269776548.4616623,2.269776548461662,127630000.0,127.63,-54470000.0,4.446009066171085,,136.21053,5.6286063,6.8884745,,0.0,,-34.124548316318815,Financial Services,Credit Services,United States,1193,2024-Q2
UPST,UPSTART HOLDINGS INC,2024-07-01 00:00:00-04:00,2024,3,7,27.93000030517578,23.6299991607666,32.779998779296875,22.309999465942383,120701100,96217742,2687361563.4233246,2.6873615634233246,162140000.0,162.14,-6758000.0,4.14358203315549,,136.21053,5.6286063,6.8884745,,27.039097390895563,,-59.33906054378066,Financial Services,Credit Services,United States,1193,2024-Q3
UPST,UPSTART HOLDINGS INC,2024-08-01 00:00:00-04:00,2024,3,8,42.5,28.0,45.709999084472656,20.600000381469727,213436100,96217742,4089254035.0,4.089254035,162140000.0,162.14,-6758000.0,6.3051283381645495,,136.21053,5.6286063,6.8884745,,0.0,27.039097390895563,32.1106696270395,Financial Services,Credit Services,United States,1193,2024-Q3
UPST,UPSTART HOLDINGS INC,2024-09-01 00:00:00-04:00,2024,3,9,40.0099983215332,41.77000045776367,42.54999923706055,31.920000076293945,154636600,96217742,3849671695.921715,3.8496716959217148,162140000.0,162.14,-6758000.0,5.935721746518001,,136.21053,5.6286063,6.8884745,,0.0,27.039097390895563,40.1891977507455,Financial Services,Credit Services,United States,1193,2024-Q3
UPST,UPSTART HOLDINGS INC,2024-10-01 00:00:00-04:00,2024,4,10,48.68000030517578,40.34000015258789,57.400001525878906,37.40999984741211,153192000,96217742,4683879709.923325,4.683879709923325,211270000.0,211.27,-2755000.0,5.54252817475662,,136.21053,5.6286063,6.8884745,,30.300974466510432,65.53318185379612,102.58010367943653,Financial Services,Credit Services,United States,1193,2024-Q4
UPST,UPSTART HOLDINGS INC,2024-11-01 00:00:00-04:00,2024,4,11,78.79000091552734,49.099998474121094,86.06999969482422,47.08000183105469,186477700,96217742,7580995980.269974,7.580995980269973,211270000.0,211.27,-2755000.0,8.970743574892287,,136.21053,5.6286063,6.8884745,,0.0,30.300974466510432,194.43198894479076,Financial Services,Credit Services,United States,1193,2024-Q4
UPST,UPSTART HOLDINGS INC,2024-12-01 00:00:00-05:00,2024,4,12,61.56999969482422,74.66000366210938,88.94999694824219,61.209999084472656,129582100,96217742,5924126345.576675,5.924126345576675,211270000.0,211.27,-2755000.0,7.010136727382823,,136.21053,5.6286063,6.8884745,,0.0,30.300974466510432,50.68526376679969,Financial Services,Credit Services,United States,1193,2024-Q4
UPST,UPSTART HOLDINGS INC,2025-01-01 00:00:00-05:00,2025,1,1,64.74500274658203,62.47999954223633,70.44999694824219,55.20000076293945,81064900,96217742,6229617970.059921,6.2296179700599215,213371000.0,213.371,-2447000.0,7.299044821062751,,136.21053,5.6286063,6.8884745,,0.9944620627632794,31.596768224990758,103.85706007553605,Financial Services,Credit Services,United States,1193,2025-Q1
UPST,UPSTART HOLDINGS INC,2025-02-01 00:00:00-05:00,2025,1,2,66.66999816894531,61.29999923706055,96.42900085449219,59.94499969482422,159282200,96217742,6414836682.9600525,6.414836682960052,213371000.0,213.371,-2447000.0,7.516059683555934,,136.21053,5.6286063,6.8884745,,0.0,0.9944620627632794,158.9126142483313,Financial Services,Credit Services,United States,1193,2025-Q1
UPST,UPSTART HOLDINGS INC,2025-03-01 00:00:00-05:00,2025,1,3,46.029998779296875,68.08999633789062,69.19000244140625,43.23699951171875,103328600,96217742,4428902546.806702,4.428902546806702,213371000.0,213.371,-2447000.0,5.189203953216114,,136.21053,5.6286063,6.8884745,,0.0,0.9944620627632794,71.17887625172861,Financial Services,Credit Services,United States,1193,2025-Q1
UPST,UPSTART HOLDINGS INC,2025-04-01 00:00:00-04:00,2025,2,4,47.79999923706055,45.42100143432617,51.38999938964844,31.399999618530273,136149900,96217742,4599207994.191689,4.599207994191689,257291000.0,257.291,5607000.0,4.468877646508903,,136.21053,5.6286063,6.8884745,,20.583865661219193,21.783026459033472,115.99638974141162,Financial Services,Credit Services,United States,1193,2025-Q2
UPST,UPSTART HOLDINGS INC,2025-05-01 00:00:00-04:00,2025,2,5,47.16999816894531,50.04999923706055,55.04999923706055,42.380001068115234,155416800,96217742,4538590713.9600525,4.538590713960052,257291000.0,257.291,5607000.0,4.409978112293135,,136.21053,5.6286063,6.8884745,,0.0,20.583865661219193,90.81714999669377,Financial Services,Credit Services,United States,1193,2025-Q2
UPST,UPSTART HOLDINGS INC,2025-06-01 00:00:00-04:00,2025,2,6,64.68000030517578,47.11000061035156,66.61000061035156,46.08000183105469,117572400,96217742,6223363581.923325,6.223363581923325,257291000.0,257.291,5607000.0,6.047008622457961,,136.21053,5.6286063,6.8884745,,0.0,20.583865661219193,174.18397578128122,Financial Services,Credit Services,United States,1193,2025-Q2
UPST,UPSTART HOLDINGS INC,2025-07-01 00:00:00-04:00,2025,3,7,81.73999786376953,63.63999938964844,87.30000305175781,63.119998931884766,124836200,96217742,7864838025.536728,7.864838025536728,,,,,,136.21053,5.6286063,6.8884745,,0.0,20.583865661219193,192.66021113727692,Financial Services,Credit Services,United States,1193,2025-Q3
UPST,UPSTART HOLDINGS INC,2025-08-01 00:00:00-04:00,2025,3,8,73.27999877929688,78.02300262451172,85.30999755859375,60.540000915527344,165173600,96217742,7050836016.306702,7.050836016306702,,,,,,136.21053,5.6286063,6.8884745,,0.0,0.0,72.42352653952207,Financial Services,Credit Services,United States,1193,2025-Q3
UPST,UPSTART HOLDINGS INC,2025-09-01 00:00:00-04:00,2025,3,9,50.79999923706055,69.08999633789062,72.8499984741211,50.099998474121094,164599600,96217742,4887861220.191689,4.887861220191689,,,,,,136.21053,5.6286063,6.8884745,,0.0,0.0,26.968261355112855,Financial Services,Credit Services,United States,1193,2025-Q3
UPST,UPSTART HOLDINGS INC,2025-10-01 00:00:00-04:00,2025,4,10,51.7599983215332,54.685001373291016,54.685001373291016,50.19499969482422,49052121,96217742,4980230164.421715,4.980230164421715,,,,,,136.21053,5.6286063,6.8884745,,0.0,0.0,6.32702957487441,Financial Services,Credit Services,United States,1193,2025-Q4
